"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE939853871768";"Registrierungsnummer ASO-122794-12";"In Betrieb";"9/26/2012";"1/10/2021";"Solare Strahlungsenergie";"8,5";"8,5";"16321";"Bernau";"(natürliche Person)";"ABR989935097937";"3/3/2021"
"SEE951321689279";"Photovoltaikanlage";"In Betrieb";"9/26/2012";"1/11/2021";"Solare Strahlungsenergie";"4,9";"4,9";"16356";"Werneuchen";"(natürliche Person)";"ABR975205574147";"5/25/2021"
"SEE976308454107";"Solaranlage 5-Arek";"In Betrieb";"9/27/2012";"11/22/2019";"Solare Strahlungsenergie";"9,84";"9";"16348";"Wandlitz";"(natürliche Person)";"ABR961066917315";"3/20/2020"
"SEE991730061075";"Hausdach";"In Betrieb";"9/27/2012";"12/5/2019";"Solare Strahlungsenergie";"4,9";"4,9";"16356";"Ahrensfelde";"(natürliche Person)";"ABR931661049223";"12/5/2019"
"SEE930927026466";"Garage";"In Betrieb";"9/27/2012";"6/14/2020";"Solare Strahlungsenergie";"6,4";"6,2";"16348";"Wandlitz";"(natürliche Person)";"ABR917015762796";"6/14/2020"
"SEE967489526387";"IFN Schönow GmbH";"In Betrieb";"9/27/2012";"1/11/2021";"Solare Strahlungsenergie";"26,95";"26";"16321";"Bernau";"IFN Schönow GmbH";"ABR959957244824";"3/2/2021"
"SEE930956867672";"Zuhause-Strom";"In Betrieb";"9/28/2012";"3/3/2019";"Solare Strahlungsenergie";"3,42";"3,42";"16341";"Panketal";"(natürliche Person)";"ABR977940369545";"8/6/2019"
"SEE952955830228";"Solar Saaldach Trampe";"In Betrieb";"9/28/2012";"10/31/2019";"Solare Strahlungsenergie";"12,495";"12,495";"16230";"Breydin";"Fleischerei Taßler";"ABR926271356359";"7/10/2020"
"SEE946367333941";"Dachstrom 2012";"In Betrieb";"9/28/2012";"11/28/2019";"Solare Strahlungsenergie";"3,71";"3,71";"16248";"Oderberg";"(natürliche Person)";"ABR982745019458";"11/28/2019"
"SEE927506992014";"PVA";"In Betrieb";"9/28/2012";"9/23/2021";"Solare Strahlungsenergie";"10,14";"10";"16321";"Bernau";"(natürliche Person)";"ABR980163352263";"10/20/2021"
"SEE990890497526";"Hausdach";"In Betrieb";"9/30/2012";"1/22/2020";"Solare Strahlungsenergie";"3,84";"3,3";"16321";"Bernau";"(natürliche Person)";"ABR993724230986";"12/17/2020"
"SEE983888311911";"Hausdach";"In Betrieb";"9/30/2012";"9/16/2020";"Solare Strahlungsenergie";"2,94";"2,94";"16321";"Bernau";"(natürliche Person)";"ABR973608159367";"1/15/2021"
"SEE928567040492";"Hausdach";"In Betrieb";"10/4/2012";"12/14/2020";"Solare Strahlungsenergie";"9,66";"9,66";"16356";"Ahrensfelde";"(natürliche Person)";"ABR909298474848";"6/18/2021"
"SEE919514667084";"Hausdachanlage";"In Betrieb";"10/5/2012";"9/10/2021";"Solare Strahlungsenergie";"4,8";"4";"16227";"Eberswalde";"(natürliche Person)";"ABR960498358246";"9/10/2021"
"SEE976769735128";"Leck mich am Arsch";"In Betrieb";"10/5/2012";"12/31/2020";"Solare Strahlungsenergie";"2,88";"2,88";"16341";"Panketal";"(natürliche Person)";"ABR927910048529";"5/19/2021"
"SEE936892179978";"Hausdach";"In Betrieb";"10/5/2012";"11/15/2021";"Solare Strahlungsenergie";"7,8";"7,8";"16348";"Wandlitz";"(natürliche Person)";"ABR930039787347";"2/3/2022"
"SEE901552670966";"Schorfheide-Solar";"In Betrieb";"10/9/2012";"1/13/2021";"Solare Strahlungsenergie";"59,52";"58";"16244";"Schorfheide";"(natürliche Person)";"ABR928708444028";"5/25/2021"
"SEE989822752444";"Photo";"In Betrieb";"10/10/2012";"3/28/2020";"Solare Strahlungsenergie";"6,63";"6,63";"16356";"Werneuchen";"Peggy Hellwig und Steffen Volber";"ABR983914235921";"3/28/2020"
"SEE910253760197";"Hausdach2012";"In Betrieb";"10/10/2012";"12/6/2020";"Solare Strahlungsenergie";"5,4";"5,4";"16356";"Werneuchen";"(natürliche Person)";"ABR908300415022";"6/2/2021"
"SEE933558201264";"Solaranlage";"In Betrieb";"10/10/2012";"1/29/2021";"Solare Strahlungsenergie";"4,875";"4,875";"16321";"Bernau";"(natürliche Person)";"ABR916125902009";"2/12/2021"
"SEE917017976528";"Hausdach_EFH";"In Betrieb";"10/11/2012";"3/2/2020";"Solare Strahlungsenergie";"5,46";"5,3";"16356";"Ahrensfelde";"(natürliche Person)";"ABR945640421832";"3/2/2020"
"SEE900904397858";"Photovoltaikanlage";"In Betrieb";"10/16/2012";"7/15/2020";"Solare Strahlungsenergie";"9,88";"9,88";"16230";"Britz";"Eva-Maria Faenger &Partner GbR";"ABR990416758483";"5/10/2021"
"SEE971867113991";"Hausdach";"In Betrieb";"10/16/2012";"11/4/2020";"Solare Strahlungsenergie";"5";"5";"16356";"Werneuchen";"Uwe Brockhusen und Gabriele Ventz";"ABR942481010133";"11/4/2020"
"SEE927230542332";"Dach Haupthaus";"In Betrieb";"10/19/2012";"1/2/2020";"Solare Strahlungsenergie";"9,1";"9,1";"16348";"Wandlitz";"(natürliche Person)";"ABR989509408848";"3/26/2020"
"SEE983893490731";"PV Anlage";"In Betrieb";"10/19/2012";"1/19/2020";"Solare Strahlungsenergie";"6";"6";"16321";"Bernau";"(natürliche Person)";"ABR999023342290";"1/8/2021"
"SEE932225966093";"Dachfläche";"In Betrieb";"10/19/2012";"12/13/2020";"Solare Strahlungsenergie";"9,31";"8,3";"16341";"Panketal";"(natürliche Person)";"ABR953767599419";"5/27/2021"
"SEE906315264284";"Solaranlage";"In Betrieb";"10/19/2012";"1/27/2021";"Solare Strahlungsenergie";"6,37";"5,5";"16321";"Bernau";"(natürliche Person)";"ABR976949837772";"2/2/2021"
"SEE926750733664";"Hausdach";"In Betrieb";"10/22/2012";"6/5/2020";"Solare Strahlungsenergie";"7,25";"1";"16348";"Wandlitz";"(natürliche Person)";"ABR954536134800";"6/5/2020"
"SEE918273740250";"Hausdach";"In Betrieb";"10/22/2012";"11/12/2021";"Solare Strahlungsenergie";"3,84";"3,84";"16244";"Schorfheide";"(natürliche Person)";"ABR939970588358";"2/18/2022"
"SEE915775696276";"Rolli1";"In Betrieb";"10/24/2012";"7/13/2019";"Solare Strahlungsenergie";"7,84";"7,84";"16321";"Bernau";"(natürliche Person)";"ABR985766813586";"1/5/2021"
"SEE987989632678";"Rüdnitz";"In Betrieb";"10/25/2012";"7/17/2019";"Solare Strahlungsenergie";"9,555";"8,3";"16321";"Rüdnitz";"(natürliche Person)";"ABR988928283036";"3/12/2020"
"SEE940500742263";"PV-Schule";"In Betrieb";"10/26/2012";"11/25/2019";"Solare Strahlungsenergie";"79,68";"75";"16321";"Bernau";"Stadtwerke Bernau";"ABR907667314023";"12/8/2020"
"SEE951392027956";"Hausdach";"In Betrieb";"10/26/2012";"12/13/2019";"Solare Strahlungsenergie";"2,45";"2,45";"16225";"Eberswalde";"(natürliche Person)";"ABR990361684066";"5/12/2021"
"SEE910880125888";"Sonnenglück";"In Betrieb";"10/26/2012";"11/21/2020";"Solare Strahlungsenergie";"8,32";"8,32";"16341";"Panketal";"(natürliche Person)";"ABR936738858685";"11/21/2020"
"SEE941731881905";"PV-Anlage Erzeugung";"In Betrieb";"10/26/2012";"3/10/2022";"Solare Strahlungsenergie";"7,84";"7,84";"16341";"Panketal";"(natürliche Person)";"ABR975616705727";"3/10/2022"
"SEE916487082562";"Hausdach";"In Betrieb";"10/28/2012";"11/8/2020";"Solare Strahlungsenergie";"6,4";"6,4";"16356";"Ahrensfelde";"(natürliche Person)";"ABR924056087283";"11/8/2020"
"SEE979637386859";"Garage";"In Betrieb";"10/28/2012";"11/30/2020";"Solare Strahlungsenergie";"14,712";"14,6";"16348";"Wandlitz";"(natürliche Person)";"ABR986090634908";"9/1/2021"
"SEE980006101201";"Dach Bungalow";"In Betrieb";"10/29/2012";"7/22/2019";"Solare Strahlungsenergie";"9,324";"9,2";"16341";"Panketal";"(natürliche Person)";"ABR956500111114";"7/22/2019"
"SEE953374043626";"16341 Zepernick, Schönower Straße 39, Anlage 1";"In Betrieb";"10/29/2012";"5/7/2020";"Solare Strahlungsenergie";"9,88";"9,88";"16341";"Panketal";"(natürliche Person)";"ABR957714347979";"5/26/2021"
"SEE983785717335";"PV Anlage Hausdach";"In Betrieb";"10/29/2012";"5/10/2020";"Solare Strahlungsenergie";"6,125";"6";"16225";"Eberswalde";"(natürliche Person)";"ABR902599385011";"5/10/2020"
"SEE916451397319";"Hausdach";"In Betrieb";"10/29/2012";"11/4/2020";"Solare Strahlungsenergie";"8,4";"8";"16227";"Eberswalde";"(natürliche Person)";"ABR915240446658";"11/12/2020"
"SEE949767002875";"Hausdach";"In Betrieb";"10/29/2012";"3/22/2021";"Solare Strahlungsenergie";"7";"7";"16321";"Bernau";"(natürliche Person)";"ABR923772535290";"4/1/2021"
"SEE999320132587";"LwBR.Fü";"In Betrieb";"10/29/2012";"10/25/2021";"Solare Strahlungsenergie";"11,28";"11,28";"16248";"Niederfinow";"(natürliche Person)";"ABR933229156084";"11/26/2021"
"SEE920957836890";"Rosenhausdach";"In Betrieb";"10/30/2012";"9/15/2019";"Solare Strahlungsenergie";"4,41";"4,2";"16321";"Bernau";"(natürliche Person)";"ABR918290307443";"1/5/2021"
"SEE903225480070";"PVA-ABR929593778199";"In Betrieb";"10/30/2012";"11/13/2019";"Solare Strahlungsenergie";"7,8";"7,8";"16321";"Bernau";"(natürliche Person)";"ABR929593778199";"1/6/2021"
"SEE942237785346";"Hausdach";"In Betrieb";"10/30/2012";"11/23/2019";"Solare Strahlungsenergie";"13,2";"13,2";"16341";"Panketal";"(natürliche Person)";"ABR901596165572";"11/23/2019"
"SEE952701321888";"Solaranlage-Haus";"In Betrieb";"10/30/2012";"12/23/2019";"Solare Strahlungsenergie";"11,5";"11,5";"16341";"Panketal";"(natürliche Person)";"ABR976743873235";"12/23/2019"
"SEE909982641587";"Hausdach Solar";"In Betrieb";"10/30/2012";"1/30/2020";"Solare Strahlungsenergie";"1,8";"1,6";"16356";"Ahrensfelde";"(natürliche Person)";"ABR910548729168";"1/30/2020"
"SEE900724425434";"Bernau 47";"In Betrieb";"10/30/2012";"2/4/2020";"Solare Strahlungsenergie";"4,68";"4,68";"16321";"Bernau";"(natürliche Person)";"ABR977008512173";"2/4/2020"
"SEE937420430790";"Master";"In Betrieb";"10/30/2012";"12/18/2020";"Solare Strahlungsenergie";"5,4";"5,4";"16348";"Wandlitz";"(natürliche Person)";"ABR996401981225";"6/18/2021"
"SEE933018495967";"Hausdach";"In Betrieb";"10/30/2012";"3/29/2021";"Solare Strahlungsenergie";"6,125";"5,5";"16321";"Bernau";"(natürliche Person)";"ABR995738912223";"3/29/2021"
"SEE915800953992";"Dachanlage Boldtstr.; 5,145 kWp";"In Betrieb";"10/31/2012";"9/13/2019";"Solare Strahlungsenergie";"5,145";"4,37";"16225";"Eberswalde";"(natürliche Person)";"ABR970998718952";"9/13/2019"
"SEE906526173917";"Pondi2";"In Betrieb";"10/31/2012";"11/23/2019";"Solare Strahlungsenergie";"8,97";"8,97";"16356";"Ahrensfelde";"(natürliche Person)";"ABR912743218034";"1/20/2021"
"SEE994243161072";"Haupthaus";"In Betrieb";"10/31/2012";"12/29/2020";"Solare Strahlungsenergie";"6";"6";"16244";"Schorfheide";"(natürliche Person)";"ABR915180372918";"5/20/2021"
"SEE924159385422";"Hauptdach";"In Betrieb";"10/31/2012";"12/29/2020";"Solare Strahlungsenergie";"4,68";"4,68";"16341";"Panketal";"(natürliche Person)";"ABR904241046370";"5/20/2021"
"SEE991424467923";"Klein Ziethen Dorfstr.22";"In Betrieb";"10/31/2012";"2/25/2022";"Solare Strahlungsenergie";"10";"10";"16247";"Ziethen";"(natürliche Person)";"ABR919132147449";"2/25/2022"
"SEE971555958392";"Fotovoltaik";"In Betrieb";"11/5/2012";"11/5/2019";"Solare Strahlungsenergie";"4";"4";"16356";"Ahrensfelde";"(natürliche Person)";"ABR995917992541";"7/9/2020"
"SEE994988881051";"Dach solar";"In Betrieb";"11/5/2012";"4/12/2021";"Solare Strahlungsenergie";"9,2";"9";"16341";"Panketal";"(natürliche Person)";"ABR974297079509";"5/21/2021"
"SEE975966543147";"Bullerbü";"In Betrieb";"11/7/2012";"12/2/2020";"Solare Strahlungsenergie";"6,96";"6";"16348";"Wandlitz";"(natürliche Person)";"ABR914179785609";"12/2/2020"
"SEE913766134714";"verander";"In Betrieb";"11/14/2012";"6/2/2020";"Solare Strahlungsenergie";"7,5";"7,5";"16247";"Joachimsthal";"(natürliche Person)";"ABR959882186008";"7/14/2020"
"SEE917280046867";"Hausdachanlage";"In Betrieb";"11/15/2012";"2/2/2021";"Solare Strahlungsenergie";"4";"4";"16321";"Bernau";"(natürliche Person)";"ABR996114822532";"3/6/2021"
"SEE992289110993";"ABR989888489551";"In Betrieb";"11/19/2012";"2/1/2021";"Solare Strahlungsenergie";"8,64";"8,64";"16321";"Bernau";"(natürliche Person)";"ABR989888489551";"2/10/2021"
"SEE945741746568";"Carport-2";"In Betrieb";"11/20/2012";"11/17/2019";"Solare Strahlungsenergie";"2";"2";"16227";"Eberswalde";"(natürliche Person)";"ABR954942090868";"11/17/2019"
"SEE936118494007";"Werkstatt";"In Betrieb";"11/20/2012";"6/8/2020";"Solare Strahlungsenergie";"5,17";"4,6";"16348";"Marienwerder";"Gebr. Fahrendholz GbR";"ABR938765690962";"6/8/2020"
"SEE928549947955";"ABR913119755573";"In Betrieb";"11/21/2012";"11/4/2020";"Solare Strahlungsenergie";"2,4";"2,4";"16227";"Eberswalde";"(natürliche Person)";"ABR913119755573";"11/4/2020"
"SEE959864350700";"Hartmann";"In Betrieb";"11/21/2012";"11/2/2021";"Solare Strahlungsenergie";"21,6";"20,5";"16348";"Wandlitz";"(natürliche Person)";"ABR925414166619";"11/2/2021"
"SEE904268346026";"Hausdach";"In Betrieb";"11/22/2012";"1/8/2021";"Solare Strahlungsenergie";"5,04";"5,04";"16348";"Wandlitz";"(natürliche Person)";"ABR917483529037";"1/8/2021"
"SEE925811238773";"Carport 24";"In Betrieb";"11/23/2012";"12/16/2019";"Solare Strahlungsenergie";"5,46";"4,4";"16247";"Friedrichswalde";"(natürliche Person)";"ABR905278173305";"3/25/2020"
"SEE943265820436";"Garage";"In Betrieb";"11/23/2012";"11/18/2021";"Solare Strahlungsenergie";"5,88";"5,88";"16348";"Wandlitz";"(natürliche Person)";"ABR976620287605";"11/19/2021"
"SEE947296117473";"Garagendach";"In Betrieb";"11/24/2012";"12/29/2020";"Solare Strahlungsenergie";"2,85";"2,85";"16356";"Ahrensfelde";"(natürliche Person)";"ABR961274312407";"6/1/2021"
"SEE937043973117";"9170 - Wessow";"In Betrieb";"11/26/2012";"12/1/2019";"Solare Strahlungsenergie";"26,88";"25";"16356";"Werneuchen";"Cloudi";"ABR965612692732";"3/29/2020"
"SEE930427069864";"Hausdach";"In Betrieb";"11/26/2012";"11/30/2020";"Solare Strahlungsenergie";"5,145";"5,145";"16341";"Panketal";"(natürliche Person)";"ABR928112426634";"11/30/2020"
"SEE981479183862";"Photovoltaikanlage";"In Betrieb";"11/26/2012";"7/23/2021";"Solare Strahlungsenergie";"7,2";"7,2";"16348";"Marienwerder";"(natürliche Person)";"ABR942215255304";"8/25/2021"
"SEE910937371046";"Buckow 8 Erweiterung";"In Betrieb";"11/27/2012";"12/3/2019";"Solare Strahlungsenergie";"65,28";"65,28";"16244";"Schorfheide";"projekt21plus GmbH";"ABR926654591575";"12/3/2019"
"SEE949649567164";"Hausdach";"In Betrieb";"11/27/2012";"2/16/2020";"Solare Strahlungsenergie";"7,8";"6";"16321";"Bernau";"(natürliche Person)";"ABR900549970973";"3/3/2021"
"SEE918729961802";"Fotovoltaikanlage-Hausdach";"In Betrieb";"11/28/2012";"2/27/2020";"Solare Strahlungsenergie";"4,41";"4";"16321";"Bernau";"(natürliche Person)";"ABR909737152900";"1/8/2021"
"SEE912401466142";"ABR987496976876";"In Betrieb";"11/28/2012";"7/13/2020";"Solare Strahlungsenergie";"10,5";"10,5";"16341";"Panketal";"(natürliche Person)";"ABR987496976876";"7/29/2021"
"SEE954769181725";"PV-Anlage";"In Betrieb";"11/28/2012";"2/5/2021";"Solare Strahlungsenergie";"16,45";"16,45";"16321";"Bernau";"FSV Bernau e.V.";"ABR911089419594";"3/31/2021"
"SEE911685378783";"Anlage Nebengelass";"In Betrieb";"11/29/2012";"3/2/2020";"Solare Strahlungsenergie";"12,4";"10";"16348";"Wandlitz";"(natürliche Person)";"ABR911631128219";"3/31/2020"
"SEE989895675114";"Schorfheide PV";"In Betrieb";"11/29/2012";"12/21/2020";"Solare Strahlungsenergie";"7";"7";"16244";"Schorfheide";"(natürliche Person)";"ABR978615675459";"11/27/2021"
"SEE968281168317";"Hausdach";"In Betrieb";"11/29/2012";"1/27/2021";"Solare Strahlungsenergie";"8";"8";"16321";"Bernau";"(natürliche Person)";"ABR921670377417";"2/5/2021"
"SEE976034418176";"14KW Power";"In Betrieb";"11/29/2012";"3/23/2021";"Solare Strahlungsenergie";"14,04";"14,04";"16321";"Bernau";"(natürliche Person)";"ABR961140591707";"4/28/2021"
"SEE982810152585";"Haus";"In Betrieb";"11/30/2012";"1/31/2021";"Solare Strahlungsenergie";"6,66";"6,66";"16321";"Bernau";"GbR Bock, Mario und Rena";"ABR901428003195";"2/3/2021"
"SEE950520400197";"Hausdach";"In Betrieb";"11/30/2012";"11/6/2020";"Solare Strahlungsenergie";"3,51";"3";"16244";"Schorfheide";"(natürliche Person)";"ABR950171428182";"12/15/2020"
"SEE972327904272";"Dach";"In Betrieb";"11/30/2012";"1/14/2021";"Solare Strahlungsenergie";"4";"4";"16348";"Marienwerder";"(natürliche Person)";"ABR912879089980";"2/19/2021"
"SEE980590993749";"Hasi 1";"In Betrieb";"12/4/2012";"11/16/2020";"Solare Strahlungsenergie";"3,29";"3,29";"16244";"Schorfheide";"(natürliche Person)";"ABR906649560762";"3/3/2021"
"SEE992487211317";"WuWe12";"In Betrieb";"12/10/2012";"12/14/2020";"Solare Strahlungsenergie";"6";"6";"16321";"Bernau";"(natürliche Person)";"ABR996421989270";"12/14/2020"
"SEE967731264876";"Photovoltaik";"In Betrieb";"12/12/2012";"6/4/2020";"Solare Strahlungsenergie";"4,68";"4,68";"16341";"Panketal";"(natürliche Person)";"ABR989847570160";"6/23/2020"
"SEE930399575905";"Hausdach";"In Betrieb";"12/12/2012";"6/5/2020";"Solare Strahlungsenergie";"5";"5";"16348";"Wandlitz";"(natürliche Person)";"ABR992964016954";"6/5/2020"
"SEE972107437136";"Photovoltaik";"In Betrieb";"12/12/2012";"6/8/2020";"Solare Strahlungsenergie";"8,085";"8";"16341";"Panketal";"(natürliche Person)";"ABR903555175622";"6/23/2020"
"SEE966317437642";"Solaranlage";"In Betrieb";"12/13/2012";"3/10/2019";"Solare Strahlungsenergie";"5";"5";"16356";"Ahrensfelde";"(natürliche Person)";"ABR905886798358";"8/12/2019"
"SEE902271745270";"Hausdach";"In Betrieb";"12/14/2012";"6/3/2019";"Solare Strahlungsenergie";"5,25";"5";"16356";"Ahrensfelde";"(natürliche Person)";"ABR913393285308";"9/21/2020"
"SEE933232300061";"Carport";"In Betrieb";"12/18/2012";"1/13/2021";"Solare Strahlungsenergie";"5,64";"5,5";"16230";"Britz";"(natürliche Person)";"ABR946849705044";"5/18/2021"
"SEE921784647017";"Hausdach";"In Betrieb";"12/18/2012";"1/13/2021";"Solare Strahlungsenergie";"4,23";"4,23";"16230";"Britz";"(natürliche Person)";"ABR946849705044";"1/13/2021"
"SEE979855736405";"Shirley und Olaf GbR";"In Betrieb";"12/18/2012";"8/27/2021";"Solare Strahlungsenergie";"5,46";"5";"16348";"Wandlitz";"Shirley und Olaf Berlin";"ABR988334118298";"9/15/2021"
"SEE974527829331";"Stromerzeuger";"In Betrieb";"12/19/2012";"11/24/2019";"Solare Strahlungsenergie";"3,76";"3,66";"16341";"Panketal";"(natürliche Person)";"ABR950034969111";"11/24/2019"
"SEE952378090933";"EEG /KWKG Anlage";"In Betrieb";"12/19/2012";"9/6/2021";"Solare Strahlungsenergie";"6,11";"6,11";"16341";"Panketal";"(natürliche Person)";"ABR962761756629";"9/9/2021"
"SEE919680879090";"rc 8179-05-2021 MP-105956";"In Betrieb";"12/20/2012";"5/11/2021";"Solare Strahlungsenergie";"6,345";"6,345";"16321";"Bernau";"(natürliche Person)";"ABR965675376419";"6/25/2021"
"SEE989442823180";"PVATIBA";"In Betrieb";"12/21/2012";"2/6/2021";"Solare Strahlungsenergie";"5,85";"5";"16321";"Bernau";"(natürliche Person)";"ABR949402518075";"2/6/2021"
"SEE986974747823";"Nebengebäude";"In Betrieb";"12/21/2012";"3/20/2021";"Solare Strahlungsenergie";"3,75";"3,75";"16321";"Bernau";"(natürliche Person)";"ABR918822195159";"4/1/2021"
"SEE942559290580";"GARAGENDACH";"In Betrieb";"12/27/2012";"5/10/2021";"Solare Strahlungsenergie";"5";"5";"16356";"Ahrensfelde";"(natürliche Person)";"ABR993964057480";"5/12/2021"
"SEE917604711662";"Lager Poststrasse";"In Betrieb";"1/2/2013";"11/25/2020";"Solare Strahlungsenergie";"12,69";"12";"16227";"Eberswalde";"Fehmer Elektrotechnik GmbH";"ABR900011145496";"11/25/2020"
"SEE947067476174";"Hausdach";"In Betrieb";"1/3/2013";"3/22/2021";"Solare Strahlungsenergie";"12,095";"12,095";"16321";"Bernau";"(natürliche Person)";"ABR950057138037";"3/30/2021"
"SEE939020925805";"Solaranlage Stalldach";"In Betrieb";"1/8/2013";"1/9/2021";"Solare Strahlungsenergie";"13,68";"12,4";"16356";"Ahrensfelde";"(natürliche Person)";"ABR930776901198";"1/9/2021"
"SEE973366108645";"Guru-shop PV";"In Betrieb";"1/8/2013";"11/17/2021";"Solare Strahlungsenergie";"29,64";"29,64";"16230";"Sydower Fließ";"Guru-shop GmbH";"ABR915952043398";"1/27/2022"
"SEE918449305610";"Hausdach-Solaranlage";"In Betrieb";"1/10/2013";"6/26/2020";"Solare Strahlungsenergie";"5,88";"5,88";"16244";"Schorfheide";"(natürliche Person)";"ABR945112799292";"8/12/2021"
"SEE925483556465";"pv-anlage";"In Betrieb";"1/15/2013";"11/12/2020";"Solare Strahlungsenergie";"4,2";"4,2";"16356";"Ahrensfelde";"(natürliche Person)";"ABR975970612129";"11/19/2020"
"SEE904889616409";"Photovoltaik";"In Betrieb";"1/15/2013";"1/11/2021";"Solare Strahlungsenergie";"3,6";"3,6";"16356";"Ahrensfelde";"(natürliche Person)";"ABR950570418364";"1/11/2021"
"SEE908909246102";"Hausdach";"In Betrieb";"1/21/2013";"6/15/2020";"Solare Strahlungsenergie";"9,84";"9";"16348";"Marienwerder";"(natürliche Person)";"ABR915263304768";"6/15/2020"
"SEE936662787273";"Haus 1";"In Betrieb";"1/21/2013";"3/2/2022";"Solare Strahlungsenergie";"9,36";"9,36";"16230";"Chorin";"(natürliche Person)";"ABR942415682696";"3/2/2022"
"SEE920876501732";"Haus 2";"In Betrieb";"1/21/2013";"3/30/2022";"Solare Strahlungsenergie";"5,04";"5,04";"16230";"Chorin";"(natürliche Person)";"ABR942415682696";"3/30/2022"
"SEE982524882013";"Hausdach";"In Betrieb";"1/24/2013";"7/3/2020";"Solare Strahlungsenergie";"7,92";"7,92";"16348";"Marienwerder";"(natürliche Person)";"ABR998698721409";"9/26/2020"
"SEE953502148124";"Olaf Przybylski";"In Betrieb";"1/28/2013";"6/17/2020";"Solare Strahlungsenergie";"10,045";"10,045";"16341";"Panketal";"(natürliche Person)";"ABR999442241198";"6/17/2020"
"SEE933773064965";"Fotovoltaik 30 b";"In Betrieb";"1/29/2013";"7/19/2019";"Solare Strahlungsenergie";"7,8";"7,8";"16321";"Bernau";"(natürliche Person)";"ABR964472798080";"7/19/2019"
"SEE908895243741";"PV Hausdach";"In Betrieb";"1/29/2013";"1/28/2021";"Solare Strahlungsenergie";"4,9";"4,9";"16321";"Bernau";"(natürliche Person)";"ABR930644673066";"2/3/2021"
"SEE963990710482";"Hausdach";"In Betrieb";"1/30/2013";"3/20/2019";"Solare Strahlungsenergie";"4,095";"4,095";"16356";"Ahrensfelde";"(natürliche Person)";"ABR934595935235";"5/28/2019"
"SEE965269731860";"Oderstrasse";"In Betrieb";"1/30/2013";"7/19/2020";"Solare Strahlungsenergie";"3,9";"3";"16321";"Bernau";"(natürliche Person)";"ABR903542301003";"4/14/2021"
