"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE979312272132";"Batterie";"In Betrieb";"11/16/2020";"12/10/2020";"Speicher";"4,2";"4,2";"16356";"Ahrensfelde";"(natürliche Person)";"ABR909030979310";"4/20/2021"
"SEE988948150585";"Speicher";"In Betrieb";"11/17/2020";"11/17/2020";"Speicher";"2,7";"2,7";"16348";"Wandlitz";"(natürliche Person)";"ABR993793294599";"3/10/2021"
"SEE971749878833";"Heizraum";"In Betrieb";"11/19/2020";"11/19/2020";"Speicher";"2,5";"2,5";"16225";"Eberswalde";"(natürliche Person)";"ABR914926855708";"11/19/2020"
"SEE905555377280";"Stromspeicher";"In Betrieb";"11/19/2020";"11/23/2020";"Speicher";"3,75";"3,75";"16359";"Biesenthal";"(natürliche Person)";"ABR977762696317";"3/10/2021"
"SEE905458420205";"PVA DB 02_Speicher";"In Betrieb";"11/24/2020";"12/14/2020";"Speicher";"5,1";"5,1";"16227";"Eberswalde";"(natürliche Person)";"ABR903914659749";"12/14/2020"
"SEE949881416299";"Speicher";"In Betrieb";"11/26/2020";"11/30/2020";"Speicher";"3";"3";"16359";"Biesenthal";"(natürliche Person)";"ABR961685263770";"9/10/2021"
"SEE991918423121";"Stromspeicher";"In Betrieb";"11/26/2020";"12/23/2020";"Speicher";"6";"6";"16321";"Bernau";"(natürliche Person)";"ABR982843671367";"5/28/2021"
"SEE903495450773";"Akida batterie";"In Betrieb";"11/27/2020";"12/21/2020";"Speicher";"7,68";"5,5";"16321";"Bernau";"(natürliche Person)";"ABR945635191085";"3/2/2021"
"SEE930817868237";"Stromspeicher";"In Betrieb";"11/27/2020";"2/11/2021";"Speicher";"2,5";"2,5";"16356";"Ahrensfelde";"(natürliche Person)";"ABR947395619120";"5/6/2021"
"SEE939061858117";"ABR962551219266";"In Betrieb";"12/1/2020";"12/9/2020";"Speicher";"10";"2,5";"16321";"Bernau";"(natürliche Person)";"ABR962551219266";"6/18/2021"
"SEE967265607439";"Dachstrom";"In Betrieb";"12/1/2020";"12/1/2020";"Speicher";"5,6";"3,6";"16321";"Rüdnitz";"(natürliche Person)";"ABR971345303111";"5/18/2022"
"SEE924460005248";"Stromspeicher CP";"In Betrieb";"12/1/2020";"12/4/2020";"Speicher";"5";"5";"16341";"Panketal";"(natürliche Person)";"ABR953472198150";"3/5/2021"
"SEE952735279711";"Speicher Sommerfelde EW";"In Betrieb";"12/1/2020";"3/26/2021";"Speicher";"0,8";"0,8";"16225";"Eberswalde";"(natürliche Person)";"ABR919471689778";"5/6/2021"
"SEE913246343445";"Speicher";"In Betrieb";"12/2/2020";"12/7/2020";"Speicher";"9";"9";"16230";"Chorin";"(natürliche Person)";"ABR937081715304";"12/7/2020"
"SEE954294882074";"Speicher";"In Betrieb";"12/2/2020";"12/9/2020";"Speicher";"12";"7,5";"16230";"Chorin";"(natürliche Person)";"ABR929989002884";"12/9/2020"
"SEE908331026297";"BHKW Fritz-Weineck-Straße_800 kW";"In Betrieb";"12/2/2020";"3/26/2021";"Erdgas";"800";"800";"16227";"Eberswalde";"EWE VERTRIEB GmbH";"ABR948415910210";"3/17/2022"
"SEE996204639682";"Batterie Speicher";"In Betrieb";"12/3/2020";"12/3/2020";"Speicher";"4,6";"4,6";"16244";"Schorfheide";"(natürliche Person)";"ABR939209446169";"2/18/2021"
"SEE995494718718";"Keller";"In Betrieb";"12/4/2020";"12/28/2020";"Speicher";"1,8";"1,8";"16348";"Wandlitz";"(natürliche Person)";"ABR908395248956";"3/3/2021"
"SEE921495235831";"Batterie";"In Betrieb";"12/4/2020";"12/4/2020";"Speicher";"2,5";"2,5";"16244";"Schorfheide";"(natürliche Person)";"ABR938439332150";"3/24/2021"
"SEE957197451590";"Batterie";"In Betrieb";"12/4/2020";"12/4/2020";"Speicher";"5";"5";"16230";"Melchow";"(natürliche Person)";"ABR971845045306";"12/4/2020"
"SEE903173687903";"Speicher";"In Betrieb";"12/7/2020";"4/19/2021";"Speicher";"8,8";"7";"16321";"Bernau";"(natürliche Person)";"ABR965034296662";"9/10/2021"
"SEE964695007150";"Batterie";"In Betrieb";"12/9/2020";"12/18/2020";"Speicher";"4,5";"4,5";"16356";"Werneuchen";"Bretschneider Photovoltaik GbR";"ABR932682508171";"6/14/2021"
"SEE924388189167";"Speicher Saballus";"In Betrieb";"12/10/2020";"12/10/2020";"Speicher";"9,9";"9,9";"16244";"Schorfheide";"(natürliche Person)";"ABR931540487276";"2/4/2022"
"SEE915845554901";"Speicher";"In Betrieb";"12/10/2020";"12/10/2020";"Speicher";"1,6";"1,6";"16321";"Bernau";"(natürliche Person)";"ABR975624308927";"1/29/2021"
"SEE914666248471";"Speicher Trobisch Neulindenberg";"In Betrieb";"12/11/2020";"12/11/2020";"Speicher";"4,6";"4,6";"16356";"Ahrensfelde";"(natürliche Person)";"ABR957786676052";"11/10/2021"
"SEE993238056355";"sonnenBatterie";"In Betrieb";"12/11/2020";"12/16/2020";"Speicher";"3,4";"3,4";"16341";"Panketal";"(natürliche Person)";"ABR977940369545";"12/16/2020"
"SEE973673625286";"Eigensonne S O 1057";"In Betrieb";"12/11/2020";"12/18/2020";"Speicher";"6";"6";"16359";"Biesenthal";"(natürliche Person)";"ABR900323212398";"12/18/2020"
"SEE928771834689";"Speicher Sommer";"In Betrieb";"12/11/2020";"12/18/2020";"Speicher";"6";"6";"16321";"Bernau";"(natürliche Person)";"ABR918104601170";"3/30/2021"
"SEE942476347299";"PV Speicher";"In Betrieb";"12/14/2020";"12/14/2020";"Speicher";"5";"5";"16341";"Panketal";"(natürliche Person)";"ABR933723767250";"3/10/2021"
"SEE952831260750";"Kastanienstraße 7a Speicher";"In Betrieb";"12/14/2020";"1/23/2021";"Speicher";"12,8";"12,8";"16321";"Bernau";"(natürliche Person)";"ABR949822943808";"8/19/2021"
"SEE908074280475";"WEA03";"In Betrieb";"12/15/2020";"1/4/2021";"Wind";"3450";"3450";"16356";"Werneuchen";"Windpark Albertshof GmbH &Co. KG";"ABR920193003728";"3/3/2021"
"SEE995275266650";"HWR";"In Betrieb";"12/15/2020";"12/16/2020";"Speicher";"2,5";"2,5";"16348";"Wandlitz";"(natürliche Person)";"ABR976905503727";"5/11/2021"
"SEE951830618111";"Speicher";"In Betrieb";"12/16/2020";"12/16/2020";"Speicher";"4,5";"4,5";"16356";"Ahrensfelde";"(natürliche Person)";"ABR922320695509";"3/2/2021"
"SEE969394332657";"Speicher Hauf";"In Betrieb";"12/16/2020";"1/19/2021";"Speicher";"4,6";"4,6";"16356";"Ahrensfelde";"(natürliche Person)";"ABR915923751918";"1/19/2021"
"SEE939165268409";"WEA01";"In Betrieb";"12/17/2020";"1/4/2021";"Wind";"3450";"3450";"16356";"Werneuchen";"Windpark Albertshof GmbH &Co. KG";"ABR920193003728";"1/25/2021"
"SEE935931442103";"VitoKeller77";"In Betrieb";"12/18/2020";"1/11/2021";"Erdgas";"0,75";"0,75";"16321";"Bernau";"(natürliche Person)";"ABR914685218356";"1/11/2021"
"SEE910116560001";"WEA08";"In Betrieb";"12/22/2020";"1/4/2021";"Wind";"3450";"3450";"16321";"Bernau";"Windpark Albertshof GmbH &Co. KG";"ABR920193003728";"3/3/2021"
"SEE939085342098";"WEA02";"In Betrieb";"12/22/2020";"1/4/2021";"Wind";"3450";"3450";"16321";"Bernau";"Windpark Albertshof GmbH &Co. KG";"ABR920193003728";"3/2/2021"
"SEE931806548307";"Speicher";"In Betrieb";"12/22/2020";"1/28/2021";"Speicher";"2";"2";"16244";"Schorfheide";"(natürliche Person)";"ABR964114041147";"5/4/2021"
"SEE960611516096";"Eigensonne S A 837";"In Betrieb";"12/23/2020";"4/27/2021";"Speicher";"12";"8";"16244";"Schorfheide";"(natürliche Person)";"ABR947664126953";"12/10/2021"
"SEE998007883064";"Speicher Thürling";"In Betrieb";"12/28/2020";"1/13/2021";"Speicher";"3,4";"3,4";"16356";"Werneuchen";"(natürliche Person)";"ABR954551601042";"1/13/2021"
"SEE930868990024";"Solar Bernau 1";"In Betrieb";"12/29/2020";"2/13/2021";"Speicher";"9,8";"2,5";"16321";"Bernau";"(natürliche Person)";"ABR936577465143";"6/18/2021"
"SEE911863518925";"BHKW Taube";"In Betrieb";"12/30/2020";"3/4/2021";"Erdgas";"2";"2";"16359";"Biesenthal";"(natürliche Person)";"ABR979740978125";"10/8/2021"
"SEE924634383158";"HWR";"In Betrieb";"1/5/2021";"1/5/2021";"Speicher";"3,75";"3,75";"16230";"Chorin";"(natürliche Person)";"ABR965325365954";"1/5/2021"
"SEE978383923523";"Stromspeicher";"In Betrieb";"1/5/2021";"1/9/2021";"Speicher";"3,75";"3,75";"16321";"Bernau";"(natürliche Person)";"ABR935564745565";"9/13/2021"
"SEE940011987382";"Hausspeicher";"In Betrieb";"1/7/2021";"1/29/2021";"Speicher";"7,5";"7,5";"16321";"Bernau";"(natürliche Person)";"ABR989629647479";"8/19/2021"
"SEE964310899252";"WEA04";"In Betrieb";"1/12/2021";"1/14/2021";"Wind";"3450";"3450";"16321";"Bernau";"Windpark Albertshof GmbH &Co. KG";"ABR920193003728";"3/3/2021"
"SEE906139607694";"Haus";"In Betrieb";"1/12/2021";"10/26/2020";"Speicher";"5";"5";"16244";"Schorfheide";"(natürliche Person)";"ABR984315672926";"3/4/2021"
"SEE935837522329";"Familie Sommer (Speicher)";"In Betrieb";"1/12/2021";"2/4/2021";"Speicher";"4,6";"4,6";"16356";"Ahrensfelde";"(natürliche Person)";"ABR956230960631";"2/1/2022"
"SEE993742986247";"photovoltaik";"In Betrieb";"1/14/2021";"3/31/2021";"Speicher";"8,16";"7";"16341";"Panketal";"(natürliche Person)";"ABR912713227738";"4/21/2021"
"SEE942960761662";"Speicher";"In Betrieb";"1/14/2021";"1/17/2021";"Speicher";"3,65";"3,65";"16341";"Panketal";"(natürliche Person)";"ABR999215280621";"5/3/2021"
"SEE953451697803";"SP PSS GbR";"In Betrieb";"1/15/2021";"2/24/2021";"Speicher";"9";"9";"16244";"Schorfheide";"Solar GbR Post Schade Schweinsberg";"ABR961838413434";"12/3/2021"
"SEE905823153929";"Stromspeicher JK";"In Betrieb";"1/15/2021";"4/12/2021";"Speicher";"10";"10";"16341";"Panketal";"(natürliche Person)";"ABR986358707948";"11/3/2021"
"SEE917767950960";"Batterie";"In Betrieb";"1/17/2021";"1/17/2021";"Speicher";"3,75";"3,75";"16341";"Panketal";"(natürliche Person)";"ABR954550940838";"11/9/2021"
"SEE972415400839";"Speicher Schönerlinde";"In Betrieb";"1/18/2021";"10/4/2021";"Speicher";"2,25";"2,25";"16348";"Wandlitz";"Lehmann Crew GmbH";"ABR976101801597";"10/4/2021"
"SEE902915609456";"HWR";"In Betrieb";"1/20/2021";"1/20/2021";"Speicher";"3,75";"3,75";"16348";"Wandlitz";"(natürliche Person)";"ABR920867239484";"1/20/2021"
"SEE953907682209";"EZA Speicher";"In Betrieb";"1/21/2021";"2/25/2021";"Speicher";"4,6";"4,6";"16341";"Panketal";"(natürliche Person)";"ABR982285944197";"2/25/2021"
"SEE989276504569";"Speicher";"In Betrieb";"1/25/2021";"1/25/2021";"Speicher";"4";"4";"16348";"Wandlitz";"(natürliche Person)";"ABR965229884315";"4/19/2021"
"SEE944879609257";"Hauswirtschaftsraum";"In Betrieb";"1/26/2021";"1/27/2021";"Speicher";"2,25";"2,25";"16225";"Eberswalde";"(natürliche Person)";"ABR912777006522";"3/11/2021"
"SEE923668891134";"Speicher";"In Betrieb";"1/27/2021";"1/28/2021";"Speicher";"3";"3";"16341";"Panketal";"(natürliche Person)";"ABR986589542455";"2/22/2021"
"SEE964742719128";"KWK Brennstoffzelle  Vissmann";"In Betrieb";"1/29/2021";"2/12/2021";"Erdgas";"0,75";"0,75";"16341";"Panketal";"(natürliche Person)";"ABR904703492783";"7/24/2021"
"SEE905459829434";"WEA09";"In Betrieb";"2/1/2021";"2/2/2021";"Wind";"3450";"3450";"16321";"Bernau";"Windpark Albertshof GmbH &Co. KG";"ABR920193003728";"3/3/2021"
"SEE983366156478";"WEA10";"In Betrieb";"2/1/2021";"2/2/2021";"Wind";"3450";"3450";"16321";"Bernau";"Windpark Albertshof GmbH &Co. KG";"ABR920193003728";"3/3/2021"
"SEE918375902044";"Speicher";"In Betrieb";"2/1/2021";"2/1/2021";"Speicher";"7";"7";"16341";"Panketal";"(natürliche Person)";"ABR977876580748";"4/20/2021"
"SEE951529821891";"Speicher Waldkorso";"In Betrieb";"2/1/2021";"2/5/2021";"Speicher";"5";"5";"16348";"Wandlitz";"(natürliche Person)";"ABR905843157495";"11/18/2021"
"SEE956987159586";"Stromspeicher 11,6 KW";"In Betrieb";"2/3/2021";"2/10/2021";"Speicher";"4";"4";"16341";"Panketal";"(natürliche Person)";"ABR950421458785";"2/10/2021"
"SEE929964950391";"Anja Handke";"In Betrieb";"2/4/2021";"2/10/2021";"Speicher";"7,68";"7,68";"16321";"Bernau";"(natürliche Person)";"ABR925983588300";"6/18/2021"
"SEE943876577248";"Schwärzetal Speicher";"In Betrieb";"2/8/2021";"2/11/2021";"Speicher";"4,5";"4,5";"16225";"Eberswalde";"(natürliche Person)";"ABR913983459928";"2/11/2021"
"SEE926412040192";"GiRo PV Speicher";"In Betrieb";"2/8/2021";"2/22/2021";"Speicher";"4,6";"4,6";"16348";"Wandlitz";"(natürliche Person)";"ABR970229922257";"2/22/2021"
"SEE976473729475";"Batterie RK";"In Betrieb";"2/9/2021";"2/9/2021";"Speicher";"5";"5";"16321";"Bernau";"(natürliche Person)";"ABR957257977992";"8/19/2021"
"SEE987310880709";"ENS Werkstatt Batterie 22,1 KWh";"In Betrieb";"2/10/2021";"2/25/2021";"Speicher";"5,32";"4,7";"16225";"Eberswalde";"ENS Eberswalder Nutzfahrzeug Service GmbH & Co.KG";"ABR923548067727";"7/19/2021"
"SEE919572757895";"WEA06";"In Betrieb";"2/15/2021";"2/15/2021";"Wind";"3450";"3450";"16356";"Werneuchen";"Windpark Albertshof GmbH &Co. KG";"ABR920193003728";"3/3/2021"
"SEE905041726981";"Lila-Speicher";"In Betrieb";"2/15/2021";"2/5/2021";"Speicher";"3,84";"3,84";"16321";"Bernau";"(natürliche Person)";"ABR935079303168";"6/18/2021"
"SEE960690026004";"Keller";"In Betrieb";"2/15/2021";"2/27/2021";"Speicher";"9,9";"9,9";"16244";"Schorfheide";"Bildungs- und Erholungswerk Barnim";"ABR998967911456";"4/23/2021"
"SEE964246117178";"Hilspeicher";"In Betrieb";"2/16/2021";"3/13/2021";"Speicher";"4,2";"4,2";"16244";"Schorfheide";"(natürliche Person)";"ABR912910684129";"8/12/2021"
"SEE928341349162";"HWR";"In Betrieb";"2/17/2021";"2/17/2021";"Speicher";"2,5";"2,5";"16356";"Werneuchen";"(natürliche Person)";"ABR912854330182";"4/26/2021"
"SEE988954355264";"BYD";"In Betrieb";"2/17/2021";"4/1/2021";"Speicher";"6,8";"6,8";"16244";"Schorfheide";"(natürliche Person)";"ABR921741355252";"4/1/2021"
"SEE924162105321";"Batteriewinkel";"In Betrieb";"2/19/2021";"2/19/2021";"Speicher";"4,2";"3,3";"16348";"Wandlitz";"(natürliche Person)";"ABR944464997264";"4/20/2021"
"SEE960121990850";"PVA-Liepe Manzke priv. Stromspeicher";"In Betrieb";"2/19/2021";"2/23/2021";"Speicher";"5,32";"5,32";"16248";"Liepe";"(natürliche Person)";"ABR986845452726";"12/17/2021"
"SEE978544120631";"Lutzspeicher";"In Betrieb";"2/22/2021";"2/22/2021";"Speicher";"4,6";"4,6";"16348";"Wandlitz";"(natürliche Person)";"ABR997969744550";"5/3/2021"
"SEE937635931884";"Batterie";"In Betrieb";"2/22/2021";"2/24/2021";"Speicher";"3,68";"3,68";"16247";"Joachimsthal";"(natürliche Person)";"ABR998111251117";"11/18/2021"
"SEE985453802480";"Brenstoffzelle PT2";"In Betrieb";"2/23/2021";"3/18/2021";"Erdgas";"0,75";"0,75";"16227";"Eberswalde";"(natürliche Person)";"ABR975996354737";"3/18/2021"
"SEE990518058924";"WEA05";"In Betrieb";"2/25/2021";"2/25/2021";"Wind";"3450";"3450";"16359";"Biesenthal";"Windpark Albertshof GmbH &Co. KG";"ABR920193003728";"3/17/2021"
"SEE952522177329";"Eigensonne S A 1145";"In Betrieb";"2/25/2021";"3/10/2021";"Speicher";"6";"6";"16341";"Panketal";"(natürliche Person)";"ABR956274485756";"3/10/2021"
"SEE968109846625";"Zillmann Speicher";"In Betrieb";"2/26/2021";"4/23/2021";"Speicher";"2,5";"2,5";"16321";"Bernau";"(natürliche Person)";"ABR911635647358";"6/28/2021"
"SEE977013205206";"Batteriespeicher";"In Betrieb";"2/27/2021";"2/28/2021";"Speicher";"7";"6";"16321";"Bernau";"(natürliche Person)";"ABR992457021069";"9/10/2021"
"SEE902345101933";"Batterie";"In Betrieb";"3/1/2021";"3/1/2021";"Speicher";"8";"8";"16348";"Wandlitz";"(natürliche Person)";"ABR997243170389";"3/1/2021"
"SEE944456981110";"Batteriespeicher";"In Betrieb";"3/1/2021";"3/7/2021";"Speicher";"5";"4,6";"16341";"Panketal";"(natürliche Person)";"ABR990516031288";"4/20/2021"
"SEE916807973150";"LG Chem RESU 10 Batteriespeicher 8,8kWh";"In Betrieb";"3/1/2021";"3/12/2021";"Speicher";"3";"3";"16341";"Panketal";"(natürliche Person)";"ABR958651944900";"4/29/2021"
"SEE961362378865";"WHS";"In Betrieb";"3/2/2021";"3/2/2021";"Speicher";"2,5";"2,5";"16348";"Wandlitz";"(natürliche Person)";"ABR972312533593";"6/14/2021"
"SEE963924183979";"HWR";"In Betrieb";"3/2/2021";"3/2/2021";"Speicher";"1,25";"1,25";"16247";"Friedrichswalde";"(natürliche Person)";"ABR992229495203";"4/21/2021"
"SEE939027477239";"Speicher";"In Betrieb";"3/8/2021";"4/8/2021";"Speicher";"3,3";"3,3";"16227";"Eberswalde";"(natürliche Person)";"ABR927494697243";"4/19/2021"
"SEE974230735615";"DLS-LFP100-10KW";"In Betrieb";"3/8/2021";"3/23/2021";"Speicher";"2,25";"2,25";"16341";"Panketal";"(natürliche Person)";"ABR915717445092";"4/21/2021"
"SEE923520530379";"HWR";"In Betrieb";"3/9/2021";"3/10/2021";"Speicher";"2,5";"2,5";"16356";"Ahrensfelde";"(natürliche Person)";"ABR926673480980";"4/26/2021"
"SEE963708284359";"HWR";"In Betrieb";"3/9/2021";"3/10/2021";"Speicher";"2,5";"2,5";"16321";"Rüdnitz";"(natürliche Person)";"ABR921341221933";"4/21/2021"
"SEE982211278792";"Sonnendecktank";"In Betrieb";"3/12/2021";"6/15/2021";"Speicher";"10";"10";"16359";"Biesenthal";"(natürliche Person)";"ABR994031102676";"6/15/2021"
"SEE981408664103";"Speicher";"In Betrieb";"3/15/2021";"3/24/2021";"Speicher";"4,4";"4,4";"16348";"Wandlitz";"(natürliche Person)";"ABR920981076545";"3/24/2021"
"SEE907151586219";"PV BYD Batterie Anlage Garten";"In Betrieb";"3/15/2021";"4/1/2021";"Speicher";"4,6";"4,6";"16247";"Friedrichswalde";"(natürliche Person)";"ABR927105884246";"4/18/2021"
"SEE942456643694";"PowerWall Niederfinow";"In Betrieb";"3/16/2021";"6/12/2020";"Speicher";"4,6";"4,6";"16248";"Niederfinow";"(natürliche Person)";"ABR973575893202";"5/25/2021"
"SEE933011328316";"Speicher";"In Betrieb";"3/16/2021";"3/16/2021";"Speicher";"5,32";"5,32";"16348";"Wandlitz";"(natürliche Person)";"ABR992435327978";"3/16/2021"
"SEE987509078375";"Speicher";"In Betrieb";"3/17/2021";"4/6/2021";"Speicher";"4,5";"4,5";"16321";"Bernau";"(natürliche Person)";"ABR958926017452";"8/19/2021"
"SEE982813083879";"Manfred Paeschke";"In Betrieb";"3/18/2021";"3/22/2021";"Speicher";"7,68";"7";"16348";"Wandlitz";"(natürliche Person)";"ABR905567962948";"3/22/2021"
"SEE925335258073";"PVA JB 02";"In Betrieb";"3/18/2021";"4/12/2021";"Speicher";"10";"10";"16244";"Schorfheide";"(natürliche Person)";"ABR921601208575";"8/23/2021"
"SEE928217372089";"Senec Speicher";"In Betrieb";"3/19/2021";"4/16/2021";"Speicher";"5";"5";"16348";"Wandlitz";"(natürliche Person)";"ABR939819933813";"4/22/2021"
"SEE914732750440";"Power Wall Wolkenstein";"In Betrieb";"3/22/2021";"3/22/2021";"Speicher";"4,6";"4,6";"16359";"Biesenthal";"(natürliche Person)";"ABR977987463565";"4/25/2021"
"SEE915591337254";"Speicher MD";"In Betrieb";"3/22/2021";"3/23/2021";"Speicher";"2,5";"2,5";"16321";"Bernau";"(natürliche Person)";"ABR914723212223";"8/19/2021"
"SEE900136765876";"PowerWall Horstmann";"In Betrieb";"3/22/2021";"7/5/2021";"Speicher";"4,6";"4,6";"16227";"Eberswalde";"(natürliche Person)";"ABR987786535219";"9/10/2021"
"SEE962578928677";"Speicher";"In Betrieb";"3/23/2021";"3/23/2021";"Speicher";"2,66";"2,66";"16348";"Wandlitz";"(natürliche Person)";"ABR992355228966";"3/23/2021"
"SEE941760447608";"Batteriespeicher Wohnhaus";"In Betrieb";"3/23/2021";"4/7/2021";"Speicher";"3";"3";"16348";"Wandlitz";"(natürliche Person)";"ABR996869921917";"4/21/2021"
"SEE935397402727";"Keller";"In Betrieb";"3/25/2021";"3/25/2021";"Speicher";"4,5";"4,5";"16230";"Sydower Fließ";"(natürliche Person)";"ABR939315814500";"3/25/2021"
"SEE943337754904";"Speicher SFS - Ahrensfelde";"In Betrieb";"3/25/2021";"3/29/2021";"Speicher";"5";"4,6";"16356";"Ahrensfelde";"(natürliche Person)";"ABR921018661420";"6/2/2021"
"SEE992992226943";"Stromspeicher EH2";"In Betrieb";"3/25/2021";"4/28/2021";"Speicher";"13,8";"13,8";"16321";"Bernau";"(natürliche Person)";"ABR916426706818";"4/28/2021"
"SEE925015476964";"Solarfix Speicher 2021";"In Betrieb";"3/26/2021";"3/26/2021";"Speicher";"2,25";"2,25";"16341";"Panketal";"(natürliche Person)";"ABR952949540348";"4/20/2021"
"SEE998643599404";"Hausspeicher";"In Betrieb";"3/26/2021";"4/21/2021";"Speicher";"4";"4";"16341";"Panketal";"(natürliche Person)";"ABR971790550375";"4/26/2021"
"SEE916851277396";"PV Speicher";"In Betrieb";"3/26/2021";"3/26/2021";"Speicher";"3,4";"3,4";"16321";"Bernau";"(natürliche Person)";"ABR932162392009";"8/19/2021"
"SEE967871514190";"HWR";"In Betrieb";"3/26/2021";"3/26/2021";"Speicher";"2,5";"2,5";"16341";"Panketal";"(natürliche Person)";"ABR945402228938";"4/23/2021"
"SEE934617804945";"Speicher FO";"In Betrieb";"3/28/2021";"3/28/2021";"Speicher";"2,5";"2,5";"16348";"Wandlitz";"(natürliche Person)";"ABR996760756793";"3/28/2021"
"SEE939484254114";"Batterie-2021";"In Betrieb";"3/29/2021";"4/7/2021";"Speicher";"3,4";"3,4";"16244";"Schorfheide";"(natürliche Person)";"ABR942424038118";"4/23/2021"
"SEE951307504831";"Heizraum";"In Betrieb";"3/31/2021";"3/31/2021";"Speicher";"2,5";"2,5";"16321";"Bernau";"(natürliche Person)";"ABR980593485357";"9/10/2021"
"SEE946598681408";"Speicher";"In Betrieb";"4/1/2021";"4/1/2021";"Speicher";"4,6";"4,6";"16356";"Ahrensfelde";"(natürliche Person)";"ABR983115249895";"4/1/2021"
"SEE916479316521";"KA20210224-34671 - Speicher (Kapazität: 7,3 kWh)";"In Betrieb";"4/6/2021";"5/27/2021";"Speicher";"3,99";"3,99";"16230";"Melchow";"(natürliche Person)";"ABR945173121209";"5/27/2021"
"SEE984235692813";"Speicher";"In Betrieb";"4/7/2021";"4/16/2021";"Speicher";"2,66";"2,66";"16244";"Schorfheide";"(natürliche Person)";"ABR981277664433";"4/16/2021"
"SEE904974543511";"Hausspeicher";"In Betrieb";"4/7/2021";"4/21/2021";"Speicher";"4,6";"4,6";"16321";"Bernau";"(natürliche Person)";"ABR990503173878";"9/10/2021"
"SEE997867213721";"Speicher ML";"In Betrieb";"4/7/2021";"9/2/2021";"Speicher";"5";"5";"16348";"Wandlitz";"(natürliche Person)";"ABR975543360068";"9/2/2021"
"SEE969147690850";"PVA PB 02";"In Betrieb";"4/8/2021";"4/12/2021";"Speicher";"5,1";"5,1";"16244";"Schorfheide";"(natürliche Person)";"ABR970264475909";"4/26/2021"
"SEE927676606704";"V-01596-A-21_BAT";"In Betrieb";"4/9/2021";"4/20/2021";"Speicher";"7,65";"3,7";"16244";"Schorfheide";"(natürliche Person)";"ABR948269811589";"4/20/2021"
"SEE972315116427";"Speicher";"In Betrieb";"4/12/2021";"4/12/2021";"Speicher";"4,6";"4,6";"16321";"Bernau";"(natürliche Person)";"ABR974738018722";"8/19/2021"
"SEE924495013072";"HWR";"In Betrieb";"4/14/2021";"4/14/2021";"Speicher";"1,25";"1,25";"16321";"Bernau";"(natürliche Person)";"ABR913376187384";"9/10/2021"
"SEE928899128592";"Speicher_Binder";"In Betrieb";"4/16/2021";"4/20/2021";"Speicher";"1,6";"1,6";"16248";"Niederfinow";"(natürliche Person)";"ABR981684954318";"4/20/2021"
"SEE911609731748";"Dachs 0.8";"In Betrieb";"4/21/2021";"5/10/2021";"Erdgas";"0,75";"0,75";"16341";"Panketal";"(natürliche Person)";"ABR922586601047";"5/10/2021"
